data,latitude,longitude,mes,temp_superficie,umidade_relativa,ndvi,ndwi,precipitacao_30d,velocidade_vento,frp_fogo,dist_estrada_km,dist_area_protegida_km,densidade_pop,altitude_m,dias_sem_chuva,estacao_seca,risco_score,risco_desmatamento
2020-03-25,-4.1102,-65.2436,3,26.21,72.47,0.5543,0.6166,186.62,14.86,0.0,89.08,19.14,2.13,478.5,0.0,0,0.2973,Baixo
2021-08-19,-14.8848,-47.2034,8,30.72,56.2,0.4517,0.1978,17.0,10.43,9.07,26.6,47.02,8.28,538.7,41.7,1,0.6112,Médio
2021-06-18,-8.5083,-56.6707,6,34.02,62.43,0.5448,0.0673,18.88,12.14,7.23,8.49,43.09,4.59,283.9,32.4,1,0.5509,Médio
2022-12-07,-7.6708,-56.4005,12,25.61,64.76,0.513,0.5433,147.83,10.55,0.21,6.89,0.56,7.05,306.5,0.0,0,0.353,Médio
2019-02-15,-7.0765,-63.0621,2,27.47,73.9,0.7094,0.563,151.56,15.07,2.18,3.43,25.19,9.7,377.9,0.0,0,0.4046,Médio
2021-04-23,-1.0907,-71.5443,4,30.74,68.34,0.6761,0.6328,153.82,17.73,1.89,35.32,54.33,22.41,260.3,4.6,0,0.319,Baixo
2021-01-17,-7.2288,-72.1112,1,30.4,66.74,0.7158,0.6351,166.75,15.19,1.28,29.34,27.65,2.14,377.5,0.0,0,0.3972,Médio
2022-07-29,-6.0261,-61.1466,7,33.94,59.83,0.4901,0.1413,24.82,15.69,6.09,23.53,60.5,0.91,287.2,28.1,1,0.5793,Médio
2018-10-13,-10.2491,-70.6322,10,27.83,77.72,0.5469,0.6639,178.3,15.69,4.36,1.04,23.98,9.87,451.7,0.0,0,0.4235,Médio
2021-10-04,-7.535,-56.0083,10,31.76,77.25,0.6715,0.6563,163.38,14.21,0.56,35.97,163.75,5.01,408.4,0.0,0,0.2489,Baixo
2020-11-03,-10.4546,-48.3328,11,29.04,79.61,0.7137,0.597,131.79,7.44,1.02,25.67,13.86,1.78,421.5,0.0,0,0.4554,Médio
2019-05-17,-13.5361,-48.2784,5,27.34,72.6,0.6962,0.7348,190.05,18.8,0.8,83.03,3.87,1.25,269.2,0.0,0,0.2606,Baixo
2020-05-15,-2.931,-54.5467,5,25.15,72.84,0.6169,0.6095,109.25,19.22,2.95,22.12,22.49,8.19,588.9,8.4,0,0.3007,Baixo
2019-09-02,-1.6357,-67.0855,9,34.79,65.93,0.5043,0.1534,27.24,11.06,9.96,9.06,31.21,3.57,372.6,40.9,1,0.6757,Alto
2020-11-23,-2.6102,-48.8361,11,29.66,73.77,0.6234,0.632,179.01,10.52,3.79,12.01,17.18,59.62,337.1,6.9,0,0.4534,Médio
2022-06-11,-5.7301,-48.1894,6,32.74,58.68,0.459,0.1473,8.31,14.45,8.2,4.83,11.1,5.21,185.9,43.0,1,0.4948,Médio
2020-11-04,-7.4043,-67.4937,11,28.58,75.03,0.6978,0.5614,159.29,14.2,8.65,32.09,44.6,2.39,285.4,11.6,0,0.3497,Baixo
2021-02-26,2.2667,-52.3521,2,27.27,65.76,0.5901,0.5987,166.3,11.19,2.39,30.75,18.94,9.91,317.2,0.0,0,0.3806,Médio
2020-08-04,-4.6184,-64.9775,8,33.63,44.78,0.4553,0.1583,4.18,7.0,7.78,5.6,39.92,2.8,181.8,36.5,1,0.6739,Alto
2018-04-04,-5.4164,-50.5261,4,23.02,72.11,0.5948,0.5894,147.83,13.22,8.13,4.31,60.4,6.81,256.2,36.3,0,0.1048,Baixo
2019-03-01,-14.4872,-45.0773,3,27.56,80.28,0.5755,0.5302,145.3,14.21,0.01,2.0,57.25,6.59,275.1,0.0,0,0.3032,Baixo
2020-06-16,-8.175,-72.1593,6,35.94,58.94,0.5073,0.0524,13.45,14.9,7.01,60.75,18.82,6.04,308.4,49.7,1,0.6333,Médio
2019-07-21,-7.3961,-47.8738,7,32.74,59.57,0.5581,0.3005,99.05,13.4,7.69,6.63,33.56,15.9,35.6,20.4,1,0.5362,Médio
2018-11-28,-7.0235,-55.5663,11,28.11,70.06,0.6408,0.6113,127.11,10.92,5.0,10.55,23.89,2.44,279.7,7.8,0,0.2885,Baixo
2020-07-09,-3.3966,-45.7453,7,32.49,63.08,0.4247,0.2767,60.15,15.98,9.31,8.23,81.86,23.47,243.4,35.9,1,0.6097,Médio
2019-08-13,-4.3279,-59.9797,8,34.72,50.18,0.542,0.142,18.22,12.26,8.69,13.34,84.4,15.67,296.9,30.1,1,0.7062,Alto
2019-04-17,-2.8419,-49.2731,4,27.57,76.06,0.7343,0.6352,117.4,10.14,5.83,31.3,16.85,4.05,455.3,0.0,0,0.4497,Médio
2020-04-26,0.2977,-71.253,4,26.12,74.95,0.6177,0.6009,153.08,11.28,1.54,51.12,3.85,1.99,607.9,0.0,0,0.1772,Baixo
2018-09-01,1.2597,-63.6122,9,36.67,54.13,0.4761,0.192,49.47,5.02,5.01,5.04,7.34,3.28,401.8,49.8,1,0.7975,Alto
2022-08-21,-0.6375,-71.1235,8,35.86,61.69,0.5258,0.0869,57.62,11.27,5.02,28.99,18.29,4.04,114.8,35.3,1,0.7273,Alto
2022-05-03,4.1105,-45.6904,5,26.79,71.47,0.7311,0.6714,196.87,14.75,1.57,10.87,33.23,8.14,248.2,5.5,0,0.2454,Baixo
2021-07-15,-14.6353,-50.1247,7,35.0,48.25,0.474,0.3793,118.36,13.36,6.14,98.47,42.78,0.47,389.4,24.1,1,0.5644,Médio
2018-07-13,-11.0844,-49.1287,7,35.07,55.1,0.4334,0.2532,37.52,18.08,6.2,8.88,16.1,24.58,372.5,53.8,1,0.6392,Médio
2021-11-16,-14.8487,-46.737,11,29.28,73.0,0.6816,0.5187,130.11,10.95,1.02,0.18,44.04,1.04,448.1,0.0,0,0.341,Baixo
2022-01-14,-2.0505,-70.6171,1,24.61,91.89,0.69,0.6503,163.59,13.95,5.0,18.12,111.06,3.27,285.4,0.0,0,0.1614,Baixo
2021-11-02,2.9606,-62.2033,11,30.01,78.38,0.6503,0.6364,142.01,15.17,0.89,4.08,42.22,1.16,245.5,0.0,0,0.4715,Médio
2018-07-27,-10.1304,-71.011,7,32.86,52.95,0.4721,0.2161,57.78,21.37,8.88,1.14,6.91,2.97,562.9,75.1,1,0.7133,Alto
2021-03-21,3.5407,-67.0978,3,27.28,69.72,0.6997,0.408,111.09,12.58,4.66,29.96,34.67,18.18,308.8,0.0,0,0.2192,Baixo
2022-03-03,-13.7947,-66.5778,3,33.28,65.6,0.6764,0.7545,221.05,7.82,1.38,32.94,31.23,9.55,147.5,0.0,0,0.4696,Médio
2020-11-19,3.6887,-59.865,11,28.6,69.87,0.6116,0.6894,175.68,15.39,1.18,15.44,81.82,2.58,521.3,0.0,0,0.4019,Médio
2021-03-25,-7.9675,-65.4803,3,27.23,75.57,0.6525,0.4516,99.48,19.46,2.86,28.24,17.25,20.54,75.6,0.0,0,0.269,Baixo
2020-04-16,-12.9716,-70.1726,4,23.59,82.14,0.5824,0.5448,128.73,10.71,2.46,19.32,21.99,16.13,224.3,9.1,0,0.1801,Baixo
2020-08-22,-5.2826,-68.3102,8,36.78,60.61,0.5343,0.1512,54.48,15.36,5.8,24.84,36.52,14.01,415.4,32.2,1,0.6096,Médio
2018-03-04,-9.8645,-68.8763,3,25.31,76.15,0.6369,0.5421,185.29,16.91,0.22,22.7,29.73,18.81,436.6,0.0,0,0.2865,Baixo
2021-03-12,-9.3025,-45.7538,3,25.99,73.38,0.6282,0.575,111.83,16.07,0.62,27.4,50.78,9.67,362.1,14.4,0,0.1242,Baixo
2018-05-29,-8.8542,-51.7398,5,27.34,76.34,0.6484,0.6426,171.39,12.5,0.28,5.57,1.65,6.96,104.6,0.0,0,0.229,Baixo
2020-03-04,1.0605,-45.9027,3,30.83,72.41,0.652,0.563,91.58,9.21,0.7,7.82,33.16,4.68,291.2,9.1,0,0.494,Médio
2019-06-19,-4.2168,-60.6873,6,35.55,63.59,0.5447,0.1975,27.32,11.67,5.61,14.49,5.19,2.53,258.3,31.2,1,0.7967,Alto
2020-09-22,-8.7738,-65.2057,9,33.68,54.05,0.5296,0.209,63.36,13.83,7.03,14.77,15.15,8.15,219.4,61.4,1,0.6215,Médio
2018-09-01,-2.7933,-50.6478,9,34.62,54.57,0.4922,0.1228,13.45,15.63,11.18,37.23,43.34,22.03,511.8,29.5,1,0.6685,Alto
2021-06-16,-0.677,-63.8649,6,32.8,43.92,0.5382,0.1283,0.0,13.34,7.32,11.45,6.85,9.01,143.0,42.9,1,0.6822,Alto
2021-12-21,-9.5475,-64.6173,12,28.28,74.02,0.67,0.6571,154.39,10.48,5.23,4.43,14.78,25.21,347.4,0.0,0,0.4008,Médio
2018-10-26,-6.729,-66.4898,10,28.15,79.18,0.6287,0.5799,131.86,14.22,3.07,7.24,48.56,4.41,479.1,0.0,0,0.3159,Baixo
2018-07-10,-12.5623,-69.369,7,35.94,49.66,0.4938,0.2531,48.89,15.44,7.6,6.04,42.09,11.88,357.2,30.0,1,0.6952,Alto
2018-09-23,-11.377,-65.819,9,35.93,51.25,0.4926,0.092,3.44,13.52,6.07,32.89,3.82,10.46,486.2,33.4,1,0.6279,Médio
2022-05-20,-1.3776,-63.051,5,28.99,78.96,0.6753,0.5038,126.82,8.66,0.79,15.89,34.44,11.1,384.6,0.0,0,0.3606,Médio
2020-08-21,-11.3712,-54.1282,8,33.28,47.62,0.4816,0.0968,0.0,11.27,8.75,30.83,6.37,10.36,364.4,38.8,1,0.6432,Médio
2020-05-02,-4.4967,-71.2482,5,29.48,80.29,0.6305,0.6205,155.1,15.79,4.72,13.46,11.63,2.51,355.0,35.1,0,0.3925,Médio
2018-07-14,-0.8191,-67.1058,7,33.82,52.34,0.5984,0.0903,25.17,6.47,6.2,55.12,24.59,1.55,392.0,35.7,1,0.5335,Médio
2021-03-31,-12.8625,-50.3473,3,25.84,73.06,0.697,0.4619,114.35,3.63,0.02,102.64,4.63,38.46,242.2,0.0,0,0.1416,Baixo
2022-05-04,-3.6538,-68.8862,5,27.19,69.38,0.612,0.634,155.81,18.03,3.15,27.7,202.35,0.46,104.7,0.0,0,0.3046,Baixo
2022-02-20,-9.8687,-63.4059,2,28.17,76.89,0.6785,0.6413,180.81,14.05,0.67,49.84,7.23,6.31,443.1,0.0,0,0.3652,Médio
2021-02-16,4.2585,-48.7896,2,29.82,87.3,0.6559,0.5788,143.53,14.43,0.02,17.73,60.8,5.54,474.3,0.0,0,0.3239,Baixo
2018-05-18,-5.3291,-68.6621,5,27.63,78.91,0.6696,0.5981,158.05,7.69,3.27,68.19,70.84,4.46,337.8,26.3,0,0.2285,Baixo
2018-07-25,1.1199,-70.6834,7,31.58,50.68,0.5069,0.2524,38.2,14.95,6.46,44.53,207.86,15.23,217.7,47.1,1,0.4355,Médio
2018-03-31,-3.9955,-59.4329,3,28.11,80.68,0.7095,0.5908,113.87,13.1,2.31,120.03,22.39,13.68,66.3,0.0,0,0.3201,Baixo
2019-04-15,-14.1317,-64.5323,4,28.23,73.42,0.6673,0.6615,211.7,5.66,4.92,24.39,82.89,23.56,312.9,0.0,0,0.3197,Baixo
2018-09-05,-2.337,-57.2246,9,34.37,61.87,0.4969,0.1051,15.87,17.7,6.56,37.76,126.37,5.03,97.7,36.5,1,0.5977,Médio
2019-04-20,4.0281,-50.4935,4,29.84,79.03,0.7021,0.6819,169.68,12.63,1.4,19.57,7.59,8.31,76.7,0.0,0,0.4147,Médio
2019-12-04,-2.9678,-69.1598,12,30.04,60.28,0.6617,0.6762,173.08,10.42,0.69,7.5,26.11,22.28,296.9,0.0,0,0.408,Médio
2022-09-17,1.3838,-56.7404,9,32.81,49.98,0.5061,0.1496,25.81,10.49,5.73,10.95,2.48,50.91,185.4,43.0,1,0.5522,Médio
2021-01-18,2.6841,-58.8458,1,26.77,79.72,0.6657,0.5795,168.2,3.94,3.18,56.11,38.78,34.83,351.8,0.0,0,0.1955,Baixo
2022-03-04,-10.4384,-68.9658,3,25.92,75.76,0.6453,0.5806,157.37,14.37,1.19,1.44,34.83,12.65,276.1,13.0,0,0.3247,Baixo
2021-07-20,-10.7591,-55.528,7,35.4,49.88,0.5005,0.0742,0.0,13.05,5.36,22.38,9.13,1.55,209.0,30.7,1,0.6562,Alto
2018-07-25,-2.7804,-65.3381,7,36.9,51.83,0.4707,0.1539,20.03,11.22,5.2,11.65,63.96,0.23,44.3,34.5,1,0.6981,Alto
2021-09-05,-6.7794,-59.3406,9,33.37,45.47,0.4624,0.2084,11.62,17.11,6.28,12.22,1.52,17.44,172.1,54.0,1,0.5922,Médio
2019-05-18,1.7972,-70.6964,5,27.52,74.56,0.6001,0.538,136.15,6.46,1.25,53.98,65.64,18.38,177.6,0.0,0,0.1974,Baixo
2021-03-12,3.0005,-60.1316,3,30.93,86.05,0.5804,0.4705,110.88,9.61,2.12,48.07,1.08,13.72,116.2,0.0,0,0.3903,Médio
2019-09-15,-7.9316,-64.419,9,35.01,59.02,0.456,0.2222,63.79,8.6,6.27,22.84,42.78,3.28,250.6,26.2,1,0.7583,Alto
2022-12-26,-10.2626,-49.9733,12,28.87,85.95,0.6413,0.7477,198.06,10.88,0.31,7.97,3.28,10.21,127.9,0.0,0,0.4017,Médio
2019-04-26,0.6105,-71.4046,4,25.62,79.41,0.6552,0.5863,179.34,12.27,1.42,16.13,11.57,3.8,275.4,0.0,0,0.2192,Baixo
2019-05-25,-9.5039,-61.279,5,29.36,80.14,0.6364,0.7489,188.12,13.72,4.75,13.12,51.19,5.99,336.1,0.0,0,0.4467,Médio
2022-08-26,1.4523,-60.1639,8,32.14,64.87,0.3822,0.1307,19.66,10.61,5.35,10.91,13.16,4.82,176.1,32.0,1,0.5769,Médio
2018-02-14,-6.5252,-52.6998,2,25.73,76.89,0.7287,0.5251,130.91,8.49,2.34,2.71,28.63,24.49,363.8,3.8,0,0.3262,Baixo
2021-06-25,-1.649,-56.9199,6,33.31,54.06,0.5543,0.0333,6.64,18.74,6.8,19.58,98.72,2.67,95.8,30.5,1,0.6823,Alto
2021-08-16,-13.0893,-54.3181,8,32.83,60.16,0.5223,0.234,49.32,21.65,7.76,8.98,2.04,8.62,133.2,36.5,1,0.6781,Alto
2022-03-07,-2.5228,-51.2426,3,27.56,82.27,0.7454,0.6051,156.81,12.57,0.33,27.03,66.66,4.48,283.0,0.0,0,0.2491,Baixo
2022-11-14,-5.9646,-48.8583,11,25.12,72.6,0.6011,0.6039,147.68,8.97,5.68,9.61,2.7,10.88,403.1,0.0,0,0.3332,Baixo
2022-11-16,-3.2678,-64.2115,11,29.92,71.39,0.7444,0.6327,188.85,17.9,1.94,14.1,5.42,8.31,430.1,0.0,0,0.4105,Médio
2018-04-30,-11.6397,-57.9354,4,30.26,75.69,0.6017,0.6083,162.15,6.21,3.76,1.34,5.08,25.77,541.9,0.0,0,0.358,Médio
2022-02-08,-0.2625,-49.477,2,24.11,79.16,0.6619,0.5254,124.84,10.66,0.57,122.45,205.33,1.07,243.5,0.0,0,0.0262,Baixo
2021-03-25,2.2559,-45.2954,3,29.96,78.99,0.5863,0.5541,129.57,9.22,2.69,17.71,7.95,2.49,280.9,0.0,0,0.3747,Médio
2021-03-27,-10.6652,-48.0935,3,26.38,67.88,0.6507,0.6074,170.46,7.36,3.04,0.61,90.83,14.54,145.1,0.3,0,0.2211,Baixo
2018-08-23,-13.0857,-62.5989,8,35.71,64.56,0.5193,0.1458,61.25,10.88,6.01,19.48,188.12,4.6,111.9,43.6,1,0.7296,Alto
2021-04-01,-14.5272,-67.5353,4,27.86,71.79,0.6423,0.7695,166.55,8.54,0.97,51.07,19.37,1.81,334.3,0.0,0,0.3744,Médio
2022-11-29,-2.1606,-59.297,11,28.06,73.67,0.6857,0.6456,206.91,12.05,2.14,37.02,39.88,7.0,183.6,0.0,0,0.3355,Baixo
2022-07-23,-2.8581,-52.234,7,33.63,50.49,0.505,0.2672,79.05,12.11,5.2,30.17,60.4,10.56,484.9,31.1,1,0.6358,Médio
2020-03-12,-4.0661,-59.2081,3,30.42,88.49,0.6239,0.5379,163.23,9.51,2.66,3.76,19.95,0.46,80.6,0.0,0,0.3181,Baixo
2018-03-14,-10.3611,-59.4709,3,25.52,76.21,0.6217,0.4498,124.84,10.52,0.09,26.8,7.06,3.45,373.0,0.0,0,0.2847,Baixo
2019-10-24,-7.1819,-49.5295,10,29.22,70.75,0.6905,0.5263,110.7,11.08,0.42,36.34,22.75,16.58,149.1,23.6,0,0.4097,Médio
2022-02-17,-3.1105,-62.8807,2,30.2,79.32,0.6173,0.5855,138.38,15.24,2.18,21.24,59.12,7.34,176.9,0.0,0,0.2602,Baixo
2021-07-04,-5.0647,-48.9257,7,35.43,58.85,0.5458,0.2683,52.6,11.41,5.21,55.81,60.7,0.36,380.9,51.8,1,0.66,Alto
2020-04-18,4.7557,-61.6095,4,32.65,74.06,0.7111,0.7296,204.8,15.3,7.14,8.11,10.48,3.31,198.6,0.0,0,0.4663,Médio
2018-04-11,-12.2712,-63.8095,4,26.94,79.2,0.5666,0.6176,162.52,14.34,4.06,6.93,7.69,10.19,222.6,0.0,0,0.2284,Baixo
2020-02-19,-1.0971,-60.2883,2,29.91,70.87,0.7066,0.6226,185.06,14.29,1.97,50.92,101.31,2.22,178.2,0.0,0,0.3991,Médio
2020-05-05,-6.9136,-51.6515,5,27.79,72.54,0.753,0.6602,142.64,17.55,3.42,24.55,1.8,17.57,567.8,0.0,0,0.2774,Baixo
2022-08-22,-6.436,-69.4719,8,36.47,44.95,0.5126,0.2438,48.68,7.52,9.37,0.04,53.08,11.29,207.4,33.2,1,0.7136,Alto
2021-03-15,-0.648,-67.5003,3,27.98,68.38,0.68,0.5871,174.7,10.11,0.6,10.89,1.9,6.37,307.7,0.0,0,0.4082,Médio
2019-07-23,-1.1513,-46.3595,7,33.22,64.04,0.5519,0.1019,0.0,19.05,8.79,48.77,72.78,24.72,269.7,39.5,1,0.5323,Médio
2020-08-16,4.8251,-68.0862,8,36.61,63.21,0.4862,0.1424,17.6,10.97,5.43,0.69,94.33,4.97,333.2,44.9,1,0.6696,Alto
2018-05-01,-12.4321,-57.1036,5,27.02,75.33,0.6591,0.6397,178.49,0.74,1.07,0.08,14.12,2.68,207.8,0.0,0,0.3007,Baixo
2022-11-10,-12.9178,-56.7792,11,25.17,83.31,0.5843,0.6551,158.23,11.19,1.63,8.26,3.07,10.83,269.9,0.0,0,0.2741,Baixo
2019-10-20,-0.5132,-59.2905,10,26.97,74.2,0.6569,0.5698,114.1,12.54,2.5,61.34,26.21,8.52,359.1,0.0,0,0.257,Baixo
2020-05-22,-3.4323,-54.9471,5,29.24,73.78,0.6749,0.4447,77.1,1.53,0.06,57.94,14.18,4.08,170.5,26.7,0,0.3494,Baixo
2019-10-11,-9.5168,-66.5649,10,30.78,75.28,0.6758,0.564,139.03,17.34,0.69,18.28,21.59,4.21,463.4,7.9,0,0.3949,Médio
2021-05-30,-13.4116,-57.5255,5,28.22,74.38,0.7033,0.6707,147.85,9.15,1.88,20.14,43.74,5.08,477.8,0.0,0,0.3395,Baixo
2021-04-23,-13.2868,-62.5791,4,30.64,73.92,0.6113,0.5936,123.48,13.31,0.88,10.09,9.42,3.44,391.0,5.0,0,0.4664,Médio
2021-07-29,2.8838,-54.4733,7,31.28,60.72,0.4734,0.1722,34.29,11.1,7.98,6.98,17.66,12.39,310.5,28.3,1,0.6724,Alto
2019-05-05,-11.1627,-69.0457,5,27.11,75.75,0.7448,0.5489,165.19,6.85,2.11,42.21,61.03,10.54,148.6,0.0,0,0.2212,Baixo
2019-07-31,-8.5326,-57.0154,7,33.42,58.56,0.4925,0.2174,50.12,7.72,5.53,2.81,41.29,5.81,363.6,27.0,1,0.5974,Médio
2018-08-17,-10.4669,-67.8124,8,33.77,60.16,0.51,0.1349,0.0,8.26,5.32,16.7,15.8,5.07,241.3,30.9,1,0.6357,Médio
2021-04-11,-7.9001,-65.198,4,28.17,76.94,0.6466,0.3834,110.57,16.34,1.98,25.16,43.66,4.54,263.1,8.2,0,0.3766,Médio
2018-03-14,-13.6115,-66.8761,3,29.38,70.15,0.6089,0.5943,140.86,11.41,1.2,2.74,57.98,3.33,15.4,0.0,0,0.3186,Baixo
2020-12-26,-4.6188,-67.8805,12,27.11,68.24,0.7312,0.6135,167.17,9.91,0.37,18.33,35.91,0.9,374.0,0.0,0,0.2851,Baixo
2022-05-07,-13.6477,-49.8801,5,28.28,75.74,0.6236,0.6183,164.68,8.26,0.79,21.54,10.95,3.12,82.7,2.4,0,0.2038,Baixo
2022-06-14,1.0071,-65.0002,6,33.91,54.14,0.4436,0.1429,44.16,16.78,5.72,33.92,0.01,3.87,317.8,41.8,1,0.6338,Médio
2020-03-30,-10.3258,-47.0405,3,26.15,75.44,0.6275,0.5696,138.5,17.86,0.23,6.69,64.95,7.93,435.7,0.0,0,0.301,Baixo
2020-04-18,-4.1998,-45.8421,4,27.77,74.92,0.5499,0.6499,140.17,16.74,1.58,8.68,69.18,14.86,229.6,0.0,0,0.2758,Baixo
2018-05-21,2.6016,-57.0047,5,27.71,87.92,0.6174,0.534,128.15,13.97,2.88,21.07,47.84,5.04,482.4,0.0,0,0.3107,Baixo
2021-05-09,-1.9825,-68.996,5,27.67,68.35,0.6016,0.6944,173.05,13.16,1.71,102.05,3.19,28.96,188.0,0.0,0,0.2664,Baixo
2022-02-07,-4.3408,-62.5126,2,28.06,65.05,0.6809,0.5045,122.39,7.14,3.5,6.13,35.2,17.56,390.1,0.6,0,0.3094,Baixo
2019-03-23,-8.5133,-50.6635,3,28.15,76.66,0.6163,0.6889,175.5,11.02,0.27,106.55,68.82,41.87,104.3,0.0,0,0.2979,Baixo
2020-02-08,-8.34,-62.7131,2,27.14,73.12,0.6944,0.6126,156.24,9.26,1.14,31.32,19.75,20.89,454.7,0.0,0,0.2272,Baixo
2022-03-11,-1.6103,-70.5635,3,30.55,76.58,0.7199,0.6149,148.65,4.7,1.88,43.73,8.83,9.59,431.4,3.7,0,0.4219,Médio
2022-05-20,4.8828,-57.41,5,25.66,77.92,0.6891,0.561,130.3,16.23,2.25,2.35,35.43,9.12,370.3,9.8,0,0.2637,Baixo
2019-03-20,-1.7632,-49.3366,3,26.56,81.42,0.6392,0.5507,109.33,9.22,2.38,8.93,70.02,1.39,241.0,0.0,0,0.2043,Baixo
2020-10-01,-3.8443,-50.7141,10,33.56,67.46,0.6571,0.4328,130.57,16.78,2.61,1.49,2.0,12.82,89.7,0.0,0,0.5876,Médio
2018-12-18,-0.387,-68.0966,12,25.92,72.22,0.5738,0.5092,140.1,15.53,2.11,11.61,36.35,9.17,241.4,5.6,0,0.2221,Baixo
2018-07-05,-5.6959,-54.1626,7,31.29,57.14,0.4933,0.1209,0.0,14.23,5.2,99.47,41.22,7.07,466.5,34.7,1,0.4912,Médio
2022-07-21,-13.7972,-66.8259,7,35.47,58.85,0.457,0.046,24.08,14.45,7.38,2.78,36.89,11.82,319.5,31.6,1,0.6284,Médio
2022-02-06,-3.7541,-66.8902,2,23.85,85.97,0.6847,0.6289,177.73,9.54,2.58,20.66,42.0,5.87,67.0,0.0,0,0.1346,Baixo
2021-10-19,4.1525,-48.526,10,27.53,79.78,0.7786,0.6313,167.02,19.43,10.07,0.15,39.92,7.42,131.3,0.0,0,0.3345,Baixo
2018-03-30,-11.4939,-66.0093,3,32.29,74.72,0.675,0.5288,135.11,12.17,2.36,31.18,5.59,5.08,488.0,0.0,0,0.5577,Médio
2022-03-20,-1.1999,-65.6291,3,24.91,70.55,0.5504,0.5682,151.41,13.21,2.32,5.49,10.71,12.64,373.2,0.0,0,0.2786,Baixo
2020-03-10,-10.9813,-72.9817,3,24.04,72.18,0.6319,0.5802,133.32,9.4,1.45,3.47,38.6,20.92,114.9,0.0,0,0.2521,Baixo
2019-09-17,-4.2834,-48.6213,9,31.0,52.04,0.5061,0.2194,34.46,8.28,9.05,10.28,0.71,18.38,35.1,62.1,1,0.6089,Médio
2020-09-24,-13.0665,-50.8073,9,35.8,58.28,0.5044,0.2045,76.2,13.91,16.51,36.86,40.29,15.42,206.2,49.9,1,0.7787,Alto
2018-06-16,-5.9926,-55.4348,6,36.25,56.28,0.4635,0.1894,59.05,12.87,8.02,2.82,43.79,0.14,22.3,51.3,1,0.7153,Alto
2021-10-12,0.1233,-51.9926,10,26.97,68.38,0.6623,0.5947,165.62,8.84,1.9,6.53,10.93,24.29,276.6,4.6,0,0.3828,Médio
2020-11-28,-8.0486,-68.7426,11,29.37,72.82,0.5879,0.4494,135.21,6.25,0.16,0.21,36.47,3.21,667.7,0.0,0,0.3702,Médio
2018-12-07,-1.7018,-60.1669,12,30.78,79.39,0.6028,0.6521,172.5,6.92,2.59,86.38,30.55,21.89,60.5,0.0,0,0.2895,Baixo
2018-12-10,0.909,-63.1659,12,31.57,76.76,0.6823,0.5455,99.39,16.78,2.47,22.42,12.08,2.19,272.1,0.0,0,0.4534,Médio
2018-12-03,3.5436,-70.3743,12,27.51,77.84,0.5992,0.6357,142.43,9.55,2.99,31.82,24.87,5.79,496.8,0.0,0,0.3466,Baixo
2018-04-15,-10.3072,-59.3883,4,23.4,76.91,0.6769,0.5915,167.51,10.64,0.27,26.34,96.15,13.84,412.4,0.0,0,0.0,Baixo
2020-12-08,-7.0137,-47.2193,12,26.36,83.13,0.5815,0.5818,172.21,17.8,2.12,3.9,22.25,10.22,277.7,0.0,0,0.2393,Baixo
2022-03-14,-11.9517,-71.8783,3,27.15,76.18,0.7382,0.6413,170.1,7.51,0.7,22.59,39.75,5.38,278.0,33.0,0,0.1933,Baixo
2018-02-01,4.8497,-64.8391,2,27.48,73.07,0.6113,0.6592,158.84,9.09,2.86,3.52,1.44,11.35,126.6,0.0,0,0.4059,Médio
2018-03-31,3.54,-67.1889,3,27.62,70.42,0.6388,0.596,144.13,8.92,0.55,12.82,3.24,7.96,259.9,0.0,0,0.4364,Médio
2020-11-11,-4.2009,-66.3319,11,30.24,76.25,0.6665,0.6467,166.14,18.47,2.3,21.04,3.39,3.23,336.5,0.0,0,0.4152,Médio
2022-02-04,1.8407,-47.5638,2,30.55,62.8,0.6217,0.5999,121.41,19.97,0.7,20.46,60.25,10.39,465.8,0.0,0,0.4445,Médio
2019-08-20,-4.5808,-59.8941,8,33.66,54.08,0.5072,0.0724,4.66,15.01,5.02,3.17,17.25,2.28,207.0,56.5,1,0.6627,Alto
2019-10-01,-2.5283,-59.9436,10,30.2,73.97,0.6788,0.5927,151.85,15.13,2.01,0.88,10.33,11.84,271.5,0.0,0,0.5239,Médio
2020-12-24,-13.2175,-51.7039,12,28.72,68.18,0.698,0.6921,155.2,9.68,0.24,40.02,55.03,0.03,157.6,0.0,0,0.275,Baixo
2019-05-16,0.1054,-68.6742,5,28.13,70.36,0.6896,0.4806,95.23,19.79,2.15,32.36,7.45,7.96,333.8,17.8,0,0.3308,Baixo
2018-02-18,-12.4457,-59.3566,2,29.81,79.05,0.6414,0.5639,163.65,13.07,5.2,2.13,11.32,5.13,417.6,0.0,0,0.4216,Médio
2021-09-03,1.5214,-60.9604,9,34.14,56.15,0.4927,0.1729,53.18,15.41,11.96,3.41,22.55,3.61,394.4,31.3,1,0.7012,Alto
2021-02-15,0.6406,-56.2865,2,32.12,75.51,0.7675,0.5485,147.68,11.58,0.54,55.78,16.11,7.25,124.5,0.0,0,0.5753,Médio
2020-11-25,-0.8251,-45.0124,11,25.12,76.53,0.6975,0.7603,221.23,10.93,3.31,36.65,35.22,10.37,322.0,0.0,0,0.2119,Baixo
2021-09-15,-14.2768,-51.4554,9,32.97,55.46,0.4539,0.0742,9.51,18.65,5.87,139.06,16.49,33.61,198.4,30.7,1,0.5041,Médio
